review,label
기분만 더러워진 영화...,neg
경찰들과 비키가 죽은건 좀 아니었다,neg
울딸 보고나서 '너무 뻔한 스토리다' 라고 하네요. 정말 뻔한 스토리에 개성없는 캐릭터..최근본것중에서 가장 재미없었다는...,neg
70년도 영화인데   요즘 명작영화 만큼 재밌어요,pos
내 생에서 가장 많이 본 영화ㅇㅇ,pos
아~ 이 영화 음악이 너무 좋아~,pos
시대를 역행하는 최고의 영화다.,neg
멜리사 조지의  매력적  연기,pos
대박 제밌다 ㅋㅋ 레피소드 7의 전작,pos
한국 비하 맘에 안듬.,neg
슈퍼맨 시리즈 중 단연 최고.,pos
"ㅡ_ㅡ 내가 영화 웬만하면 평점도 안하고 댓글도안다는데,. 이건뭐..ㅁㄴㅇ람ㅈ다ㅓㅜ라ㅓㅁㅈ더ㅏ[진짜 앵간하면 만든사람생각해서 1점안주는데]",neg
전쟁나면부자들도거지가되는구나줄거리가끈기는것같네,neg
권투영화의 교과서   ....,pos
암걸릴뻔... 지못미프라임...,neg
야간매점이면 제발 맛있지만 칼로리좀 낮은걸로 판정내야하는거아냐? 간단하고 부담없고 살안찌는게 야식에 제격인데 왠 치즈범벅들..오늘 짜증나네,neg
전쟁과 죽음을 통해 자신들만의 방식으로 이별을 채득하고 배워가는 아이들.. 우리가 순수라고 말하는 아이들의 천진함의 섬짓한 이면을 보여주는 것 같기도 하고... 암튼 기억에 남을 영화다. 헌데 왜 난 자꾸 천공의 성 라퓨타가 떠오르는걸까..?,pos
축구에 대한 안좋은 인식을 부각시킴,neg
최악. . . ㅜ 다른 단어가 생각나지 않는영화. .,neg
다시 봐도 재밌는 명작ㅋㅋ,pos
구성이 정말 탄탄해요오랜만에 몰입해서 봤네요,pos
감독은 '알란 스미시'란 이름으로 나왔어야 했어. 최악의 영화.,neg
재미 더럽게없네 ㅋㅋ,neg
평생 잊지말아야할가슴아픈 진실입니다..마음이너무아프네요 잘버텨주셔서감사합니다 평생잊지않겠습니다.,pos
배우들 연기도 우수하고 스토리도 흥미진진하고 대사 하나하나 넘 재미있었어요. 단지 소재가 '정치'이다 보니 대중들에게 쉽게 다가가지 못한 것이 아쉬웠어요. 정치에 문외했던 저는 정치와 국회에 대해서 쉽게 이해할 수 있어 좋았어요. !! 시청률이 아쉬워,pos
원시 미개사회로 돌아가자는 공산주의 선동 다큐. OOO기라는 표현이 지나치지 않다.,neg
이영화 쓰레기 ㅡㅡ 돈아까움,neg
한국말 못봐주겠다 책읽냐,neg
"이게뭡니까 정말ㅡ,ㅡ",neg
진짜 재밌고 좋은데 상영시간이랑 상영관 뭐야;;; dvd는 나오려나..??,pos
왜!!!,neg
걍 좋은거여!,pos
70년대라 특수촬영이 요즘만큼은 못해도 내용면에선 피터잭슨의 킹콩보다 나은 듯,pos
"신보라, 정태호 지금봐도 빡침",neg
최고의 영화중 하나. 요즘 영화들도 못쫒아 오는 스타일과 재미,pos
긴장감속에서도 웃음을 찾을수있는영화.해리슨포드의 연기와 모험을즐길수있는 최고의  영화가아닌가싶다.,pos
재미없어,neg
이세상 에서 최악의 영화...,neg
영화도 영화지만 영화의 재미를 배로 해주는 OST는 정말 명곡이다 엔니오모리꼬네를 만난 뵌것은 영광이었다....,pos
엉망재미가하나도없음ㅂ돈아까워,neg
"허술한 스토리, 허술한 연출, 약한 공포. 왜 이 영화를 제작했는지 의문을 품는다.",neg
로망뒤리스가 나오는 영화는 다 보는게 2015년 목표!  이런 상큼한 영화를 보게되다니!  새해에 좋은 영화 볼수 있게 해주셔서 감사합니다♥,pos
다 좋은데 음식 가지고 장난치지 맙시다.MC및 출연자 모두 발담그는 곳에 수박을 반으로 나누어서 둥둥떠있는 것을 보니 발담근수박 그냥 버리겠지요 ?,neg
일본 관광홍보광고물같다 억지로집어넣은어설픈설정들 때문에역대 007중에 가장허접하,neg
최고의 영화,pos
와우  완전  재밌다  짱임 ㅋㅋ,pos
12살에 이 영화를 처음 봤을때 저는 스칼렛 오하라 비비안리의 매력에 푹 빠졌습니다. 내일은 내일의 태양이 다시 떠오를꺼야! 지금도 잊지 못하는 장면이 너무 많습니다.,pos
기대이하 호러없음 재미없음,neg
창의적 내용 뛰어난 연출력 까지 sf 호러무비의 최고 걸작,pos
폐지해라.... 이봉원 안면함몰에 망막 손상까지...재미는 어느정도 있지만 출연자의 안전이 최우선이지 좋아요.,neg
2못지않은미친영화이다,pos
아나!! 1점도 아깝다!! 그나마 올레티비서 8처넌 환불해준다니까 참는다!!!,neg
이 영화가 주는 교훈은 뭘까.. 저토록 찌질한 남자를 놓지 않는 여자 또한 정상은 아닌 것 같다.,neg
대중앞에서는 항상 웃는아이돌의 어둡고 삭막한 이면을 보여주는 다큐.,pos
마지막 장면이 인상적.,pos
글쎄요 전 참 지루하게봤어요. 지루한 나머지.. 뭔가 있겠지하며 끝까지 봤는데 결국 난해하더라고요./// 억지로 짜낸 감동이 없고 그냥 그대로 보여주는것은 좋았으나.. 너무 밋밋했어요.. 말그대로 주제의식없이 그냥 성장기네요. 평점 7적당한듯,neg
더럽게 지루하다..,neg
진짜진심으로화나서심장이벌렁거린다...,neg
드래곤 볼은 말이 필요없다,pos
2014년 2의 무대배경은1년뒤인데 이걸1980년대에촬영했다니 정말지금봐도 정말참신한미래를 표현한거같아요.좀심하게말하면 천재 라고할수있는상상력이네요.,pos
일본멜로 좋아하시는 분만 보세요,pos
타카시...ㅠ애니로 보세요 꼭 보세요,neg
쓰레기 한국어더빙.. 때문에 1점이다..,neg
전 고전영화 거의다 별로였는데 이 영화는 진짜 잘만들어진것 같다. 스릴 있었습니다.. 비극의 결말이지만 이게 사실을 바탕으로 해서 슬프기도 했습니다ㅠㅠ 괜찮았습니다 짱! 너무 인상깊어요~,pos
진정한 명화다.,pos
뒤늦지만;;보고나서 적지만;;;제발한국영화 이런식으로만 찍지말자;;;좀 상식적으로 좀...수준좀;;기발한거 없음??기발한거없음 좀 헛웃음나오게 하지말구 어디서보고 뺏기지나말던가;;;뭔 영화가 보고나면 어이가없지;;; 너무 승질나서 적음;;;;,neg
이 시리즈의 숨은 일등공신은 OST다. 색소폰과 대니글로버의 표정의 조화가 이뤄질 때가 백미.,pos
7번은 넘게본 영화..  전편에 비해 더욱 볼거리도 많고 악당과의 대결도 볼만한..   당시에 시대적 기술을 감안하면 지금 만드는 왠만한 영화 보다도 좋다.,pos
그 당시에 대체 어떻게 이런 스토리를 만들어내고 연출한건지 정말 놀랍다. 내가 만약 그 때 극장에서 봤다면 정말 충격과 공포 그 자체였을 것 같다. 대단하다는 말밖에 안나오는 영화다.,pos
세상은 아름답지 않아. 흑백만큼 우울해. 시간이 정지되고 크지 않는 게 좋아. 단절된 피아노 음들이 눈물이 날 때까지 꾹꾹 눌러. 제발 싸우지 말란 말야...,pos
OOO기 영화 이영화 평점이 8.5점 이라는데서 한국인들의 수준을 보여준다,neg
아주 만족스러웠습니다. 과거의 사실적내용과 애니메이션의 조화로 유쾌한 내용이 아주 많았던것같고 미스터피바디와 셔면의 관계 더불어 페니와 여러사람들의 어우러져 감동을 주는 구성까지 정말 오랜만에 마음에 드는 영화였습니다.,pos
그냥 짱 이민정은 이쁘고 신하균은 멋있음,pos
이런 영화는 왜 만드는 걸까 진심 궁금,neg
마지막에 고스트 라이더가됩니다 느작없어요,neg
의도를 모르겠슴 끝나고 그래서 뭐 어쩌라고 하는느낌? 조오롱스포츠,neg
빠침서ㅓ어너어저ㅣㅕ애ㅕ냐ㅛ내ㅕ내6,neg
아 내 칠천원 ; 차라리 이거 볼 돈으로 롤스킨이나지를걸별하나주기도아깝다,neg
오래된 영화는 잘 안보는데 개인적으로 너무 좋았음..,pos
걍 답이 없는 영화..노답,neg
"재목배낌, 그림체 OO, 씹노잼, 정준하... 아주 사위일체를 이루셨구만",neg
최고라는 말이 어울리는 영화,pos
"스크린이 단순 배설물분출구는 아닐텐데,,,,관객은 무슨 죄냐. 보는순간 시간아깝고 짜증만 솟구친다.",neg
아역배우들의 명품연기가 대단했다 나의 롤모델 스티븐스필버그는 환상적인 감독이다.,pos
이거왜봐요 ㅋ열글자다,neg
"웃기기도하고,감동적이기도 했어요",pos
내용의전개성이없다. 이랬다저랬다뭐하잔건지,neg
이게 뭐냐 ㅋㅋ 너무 비현실적이다.,neg
굿,pos
극이 마지막일때쯤  엉엉 울었네요,pos
장난하시네요....  이걸영화라고 탑순위에 올려놓다니케이티 영화 그지 같은것만 올려놓는거 인정한두반 낚인게 아니라 억울함,neg
이 3부작 영화를 뛰어넘는 SF영화는 단언컨데 안나옴. 중간중간 자잘한 실수조차도 귀엽게 보일정도로 치밀하고 완벽하고 뭐라 표현자체가 불경스러운 마스터피스,pos
정말 갈수록 욕나오는 드라마..있을법한 이야기 좀 만들어봐요. 말도 안되는 아이 바꿔치기 좀 하지말고..소재가 그렇게 없나요? 답답함의 극치 삼생이..보는 시간이 아까워 이제 완전히 버린다.,neg
무슨 설명이 필요하냐. 어드벤쳐 영화의 교과서!이후 아류작들이 넘쳐나왔지만 이 거대한 산을 넘은 영화는 아직도 없다.,pos
진짜 최악.. 발연기 + 폐급시나리오와 재연드라마급 연출력의 환상 콜라보,neg
1빠 여서 1점줌 ㅎㅎ 물론 영화는 안봄 ㅎㅎ,neg
[ IMDB 7.4/10 ] 내가 태어난 즈음의 시절을 보기위해 무려 블루레이로 감상하였지만.. 감독까지 바보일 줄이야.,neg
ㅋㅋ영화를보고 실망했지만 댓글들이 너무 웃겨서 참는다,neg
무뚝뚝한 사람도 미소짓게 만들어요,pos
너무 생각하게 만들어서 영 별로예요 영화 결말의 의미는 검색해야만 알수 있습니다 ㅡㅡ,neg
확실히 드래곤볼은 사라져선 안되는 세기의 명작이다.하지만 이 내용은 드래곤볼 이라 할 수 가 없다. 실제로 베플 보면 대부분 드래곤볼 칭찬이지 영화칭찬이 없다,neg
영화를 보고나면 여주와 남주에게 빠지게됩니다...둘다 너무 귀엽....,pos
30분 본게 내 최대한의 인내심,neg
"10점까지는 아니다. 허나  8점에서 머물 작품은 더욱 아니다. 예상하기 어려운 전개, 연출과 배우들의 연기가 압권. 종교 이야기가 다소 마음에 들지 않지만 , 이건 각 인물의 '믿음'에 대한 파국이라고 해석할 수도 있을 것 같다.",pos
발로만들어도 이거보다 잘 만들겠네 OOO기영화어떻게 이영화가 상영이됬지?,neg
워낭소리 보는 느낌 받았음,pos
당시에는 뛰어난 영화겠지만 지금 기분으로 봐서는 이건 아님.,neg
소름끼치는 미키의 죽음,pos
평점이 왜이리  높아??,neg
어린시절 최고의 모험영화~,pos
댓글알바 대박 많음.................... 이런영화가 7.5점이라니 이해가 안가네,neg
"사실 이런 주제의 영화는  가슴이 넘 아파서 피하고 싶었는데 생각보다 담담하게 풀어나가 훨씬 좋았어요. 점점 잊혀져가는 역사의 피해자들...위안부할머니도, 원폭 피해자도 ..그들이 돌아가시기 전에 더 관심을 보여야겠어요. 재미도, 의미도  좋은 영화!",pos
뭐여...일본말로 하든가...그리고 설정이 왜 기분나쁘게 한국유학생이냐..재미도 없고 짜증만 나더이다..,neg
쵝오... 다시 보고 있음.. 인물들이 다 매력적이예요.,pos
"본사람은 별 1개.알바는 5개 라는게 확연히보임. 자꾸 울나라 영화랑 비교하는데,울나라 어떤 OOO 영화도 이정도는 없음.영화관에서 본사람이나.다운받아 본사람이나 시간아까워 눈물쏟음. 이게 공포영화냐 코미디냐.밤에 거울에 비친 내얼굴이 더무섭다.",neg
두아줌마랑 두아들들이 2:2데이트 커플이라니 ㅋㅋ 개역겨움 ㅋㅋ,neg
로코를 생각하고 봤다면 당황스러울 저질조크의 b급 코미디. 배우진과 연출은 보통의 b급 영화와 다르게별 5~6개는 줄만함.  아메리칸 파이와 다른류의 막장 코메디인거 참고하고 보면 좋을듯 유쾌한 듯 풀어냈지만 정상적 사고의 관객이라면 불편함을 느꼇을듯,neg
스마트폰으로 내가 만들어도 이것보단 잘만들겠다 ㅡㅡ;;ㅋ,neg
"왠지 신비로운 느낌??? e.t.야, 너 보고 잇니? 우리가 너를 이렇게나 좋아한단다!",pos
그냥 딴생각은 안들고 정말 너무 재밌다...,pos
"7편이 나온다길래 어릴적보고는 다시 보는데 몰아보니 무슨내용인지 확실히 알수가 있어서 흥미로웠다. 이편에서 스타워즈의 가장 유명한대사인  ""내가 너의 아버지다"" 라는 당시도 충격이었다. 그리고 팔목이 날아가버리는것도 어릴적 충격이었다.",pos
그게 고민이냐 라는 말밖에내용도 항상 비슷하고 양아치들 한번씩 나오는것도,neg
다른느낌의 주인공들을 만날 수 있지만.... 좀 아닌듯. 그래도 공각기동대니깐 10개,pos
백인우월주의에제대로꼳친 영국아자씨의 세계를돌며 바람피는일대기ㅡㅡ 여자들이보긴별로인듯~부인있는헥터의 행동들도이해안가고,neg
1~3편보고솔직히재미없다,neg
내생에 첫 고전영화. 하나도 안지루했음 왜 이제야 봤을까,pos
좋다 좋아,pos
평점이 너무 높네. 그냥 시도'만' 참신하고 그다지 구도도 그렇고 좋지 않음. 그저 재난영화 클리셰만 잔뜩 채워서 끝난 느낌.,neg
정말 할 말이 없네요. 비평조차 아깝습니다. 한마디로 장난하냐고 묻고 싶습니다.,neg
두시간 반짜리 영화를 처음부터 끝까지 다 보지 않는 이상 절대 이해못하는 영화,neg
15점 주도싶은데 아쉽네요.,pos
"여자라면 좋아할 그런 영화 :)  너무나 사랑스러운 화면, 주인공들, 그리고 음악..!  기분좋게 보고나면 여성스러움이  충전 100% 되있을것만 같은. 나름대로.  교훈도 있는 ..  여자친구들 끼리 보면 좋을 영화 :)",pos
서우 얼굴이 공포야.,neg
올레tv수준이이것밖에안되냐?저걸영화라고올려놓고돈받아쳐먹냐?영화보는내내돈아까워서보다가욕나와서안본다인터넷당장바꿔야겠당~~,neg
국내개봉까지는 좋았는데..샹ㅋㅋ상영관  상영시간 이거뭐 나랑 장난치자는거임?,pos
내가 알던 1박2일이 아냐 ㅠㅠㅠ,neg
지금 봐도 저시대 어떻게 저렇게 재미나게 만들었을까 하는 의문이 드는 작품이다.  80년대 액션물의 역사적 작품이다.,pos
이보다 괜찮은 SF영화가 있을까?? !!,pos
재미없어요 밑에알바들,neg
아 쩔긴 쩔었다. 명작은 명작인데 그냥 애니메 다시본 느낌임.,pos
800억은~다어디로갔노~~미치것내ㅋ,neg
속편 전문 감독 제임스 카메론.,pos
생각보다 별로였음ㅠㅠ,neg
진짜 재미없음..,neg
유익하고 잼난데 시청률이 안습이네,pos
"프레데터 나오는 부분은 옛날 파워레인저나 백터맨의 크리쳐 나오는 줄.. 이거 에일리언보다 늦게 나오거나 동시대 영화아님? 에일리언은 시대를 뛰어넘었지만, 이 영화는 시대를 뛰어넘진 못했다. 평점이 너무 높아 1점. 진짜 주고 싶은 평점은 6 정도.",neg
"추억의 명작 구니스, 흑백으로 봐도 재밌었어~",pos
왜이렇게 평점이 높아 장난하나,neg
절대 엘리어스 네스 중사가  만세하면서 죽는 모습은 기억에서 잊혀지지가 않는다.,pos
꺼져 배우만불쌍해ㅡㅡ,neg
당시 세대의 좋은 향수를 일으킬수 있는 추억으로만 남기세요 기념이라니..,neg
ㅡㅡㅋ,neg
참새들이냐....아 유치...스토리 그냥 화난다....,neg
미친 이 퀄이 이 시대에...,pos
온니 팬서비스만을 위한 영상이었다. 작품성 제로. 원작의 수준을 기대하고 가면 된통 혼날 듯 싶네요. 웬만하면 보지 마세요. 진짜 실망합니다. 2분 내로 극장 뛰쳐나가요.,neg
오늘 내용..열폭하게 만드네,neg
스토리도 꽝이고 볼만한화면도 전혀 없는 b급 저예산영화...,neg
중학교 1학년때 본 후 10년이 지난 지금까지도 내 인생 최고의 영화. 다시봐도  역시 최고다.,pos
ㅋ..,neg
ㄴ을 ㅇ으로 바꾸면 토이스토리가 되네 ㅋㅋㅋ,neg
내 살살살다 이케 잼난영화 처음.. 마이보삼..,neg
어이~~쿡TV 양반들~~^^ 내 돈 돌리도 씨 부 럴....3류도 이런 3류가 있나..인기영화라고???완전 3류 에로영화보다도 못하네..혹시 느그들 빵 좋아하냐??죽 빵 한대씩 줄까?,neg
제이슨의활약(?)이 너무미미하다..정말성의없게만든4편 시시해서하품만나온다,neg
전편보다 더 좋았던 어릴적 내 베스트 무비.,pos
"로그인하게만드네...밑에놈들 전부다 나만당할순없단 마인드로 10점씩 찔러놨네...그냥 정말 볼꺼없고 심심해죽을꺼같을때 눈요깃꺼리도 안되는 저예산 단편영화.,..더도 없고 깊게 생각하는것도 없고 그냥 그걸로 끝...",neg
신하균 앓이 시작~ 이렇게 괜찮은 드라마가 와면받는 한국사회에 통탄하게 됨,pos
완전 재밌는 드라마!끝나서 아쉽군...,pos
아 정말 너무하다... 정말 감독 옆에 앉혀놓고 같이 보면서 욕해주고 싶다... 제발 손현주배우가 이런 영화로 소모되지 않으면 좋겠다. 아무 개연성도 연관도 없이 그냥 정신 이상자 하나가 남의 집을 자기 집이라고 우기는 영화..,neg
슈퍼맨 시리즈는 전부다 볼꺼♥♥♥♥♥♥♥♥♥♥,pos
안봤는데 그냥  군중심리,neg
세월호 사건 보고 마지막 배 갑판에 있다 탈출하던 영화 마지막 장면이 떠올라서 추천합니다. 학생들도 이영화처럼 구조되면 좋겟네요,pos
이영화는 비극도 아니고 희극도 아님.,neg
로맨스 물만 평점이 다 높아 어케 된게 ㅋㅋ 진짜 그러니까 한국인들이 한국 드라마에서 못 벗어나지 ㅉㅉ... ㅋㅋ 어처구니가 없다,neg
성우 있는데 연예인을 성우로 하지말자,neg
진짜 보지마세요 차라리 최근 공포영화보셈 정말 한국공포영화보다 안무섭고 무서우려는 흐름 존나끊어먹음 새벽에 친구한명이랑 같이봣는데도 존나 노잼이다 혼자보면 몰라도 둘 이상은 보지마라 진심 나 개 욕먹엇다,neg
크리스마스의 영원한 추억♥보고또봐도 즐거운 고마운영화♥,pos
개그맨들 나오고부터 3는 재미없어졌다!!!,neg
오후..기대됩니다 최후의 생존자는 누구일까...,neg
참나;; 애들한테 이런 극우물 보여주고 무슨;; 감동이니 최고니 에니메이션은;; 8.15가 다가오는 이시점에 이런;; 애니는 진짜 최악이다;; 원작자가 이렇게 변질된걸 보고 뭐라고 할까;; 투자자가 다 극우인가;;,neg
영화보다는 전설로 불러줘야 한다.,pos
40년전 영화임 ㄷㄷㄷ,pos
애니에서 나온거 압축한 편임 여기서 충공깽 장면 나옴 ㅋ,pos
아놀드님 너무멋져!!진정한 레전드,pos
후....  얼마나 재미 없기에 이러나 해서 본 내가 바보지  ㅜㅜ,neg
봐버렸어.. 전설의영화를....,pos
시바 이영화에 시간투자한게 아깝다.,neg
포스터만번지르르하다,neg
캐슬린 터너의 보디는 볼만했다,neg
끝이 뭔가 허무하지만 재미있었음 선장이 죽은건 너무 슬펐음,pos
최고의 콤비 형사물 중 하나~~,pos
원주민에 입장을 본 적이 없다,neg
이건 진짜 명작이다.아니 근데 왜 별테를 하고  난리야.,pos
"어렸을적에 티비에서 하던걸 비디오로 녹화해서 수백번이고 봤었습니다. 그당시에 볼수있는게 이거 밖에 없었으니까요. 20년이 지난 오늘 , 영화를 보는 내내 울면서 보았네요.. 후에 태어날 나의 아이들에게도 어렸을적에 꼭 보여주고 싶습니다.",pos
"영화를 보는 4시간 동안 전혀 지루하지 않았다.!! 1937년도에 이런 명작을 만들었다니, 정말 놀라울 따름이다.",pos
점점 시청률 떨어지고 평점 바닥치는데에는 다 이유가 있는거다.옹호하시는 분들에겐 뭐라하기 쫌 그렇지만 몇년간 이 프로를 봐온 나로써는 이젠 지겹다..매주 새 예능 시스템을 내놓는 무도와 대조되는 부분이다.-이제 1박2일 좀 고쳐야 되지 않나.?,neg
1점도아깝다 욕만나온다,neg
이딴 영화를 처보면서 이렇게까지 분노를 느껴본적이 없다,neg
명화는 맞지만 평점이 너무 높다. 평점 조절,neg
이 시리즈는 OST가 또 그리 지린다지.. 마법소녀란 타이틀은 멋모르고 접근한 사람들한테 더 크게 한방 먹이기 위한 훼이크..,pos
"먼저 전작에 비해서 많이 발전한게 마음에 든다. 그리고, 명대사와 반전이 어울린게 극찬하고 싶다.",pos
'용감한 녀석들'?? ㄴㄴ지들이 하면 로맨스 남이하면 불륜이라는 '졸렬한 녀석들',neg
비록 깡패처럼 보이고 글자도 몰라 동네 꼬마애한태도 무시 당하는 록키....하지만 너무 착함..무모할 정도로 착함,pos
별점이아닌 벌점을 줘야하는작품임.,neg
비루스사마 매력터짐 귀요미ㅋ닥10점~,pos
주인공 디지게맞고 나중에 한방으로 악 물리치는구시대적인 발상 이제는 제발그만짜증나는드라마는처음이에요아역때 그리야무진 삼생이는 커서'드릴말씀이있어요' 후에 말못하는 어버버로..퀄리티좀높입시다,neg
아 진짜 오늘 보다가 민망해 죽는줄!!! 이효리 꼬장 그만 부렸으면 좋겠네!!! 같이 나온 애들은 하녀들인줄...,neg
다 그런다는 식으로 방송하는데 정확한정보 부탁드립니다참고로 저는   사업자  아님 ...,neg
개인적으로 1234편중에 최고였다. let it go indi ←이말은 진짜 잊지 못할듯..,pos
"트레저헌터 소재의 영화나 게임에는 인디아나 존스, 미이라(...?), 툼레이더, 언차티드가 있고 전부 명작이지만 역사는 인디아나 존스가 가장깊고 이것 없었음 미이라나 툼레이더도 없었다",pos
진짜 디즈니 같은 영화다 영화가 이렇게 길게 느껴지긴 처음임ㅇㅇ,neg
"그냥 ""대박"" 이거뿐 이영화를왜 지금에서야 봤는지",pos
이게 어떻게 12세야..나도 비위상했는데..잔인함..,pos
지금 보아도 정말 수작이다,pos
매주똑같아,neg
명불허전 터미네이터2까지는 진짜 말그대로 명불허전,pos
OOO기. ㅋㅋㅋ진짜 볼것도없고재미도없고.. 처음엔 잘 보다가 나중가선 걍 스킵스킵스킵함ㅋㅋㅋ,neg
그래픽이 딸리는건 맞지만 오래된 작품이라 하지만 명불허전 명작,pos
실베스타 스텔론 자신의 페르소나 적 존재 '록키'의 효시,pos
제발 이제 캐릭터랑 맞지도 않는 사람 가져다가 쓰지 마세요 이러니까 대한민국 성우가 있을자리가 없잖아요..,neg
눈을 호강시키는 영화입니다. 스토리는 지금까지 몇 번을 봤지만 질리지가 않습니다.,pos
완전 최고!종편채널이라 언제하는지몰라 못보다가 한번에 6편까지 다운받아보는데 시간가는줄모르고 보고있다아직초반인데 이거 대박이다!,pos
"불쌍하기 그지 없는, 휴~~~",neg
France for love! 그야말로 사랑스러운 영화,pos
보기싫은사람만 나오네..안봐야겠다,neg
30년이 넘은 영화다 정말 소름끼치지 않는가??,pos
"영화가 있어서 인생이 아름답고, 그래서 영화를 사랑한다.",pos
전설의 시작! 최고의 영화! 필라델피아 도서관에서 점프하는 장면은 정말 최고 명장면!,pos
두번이나 보았지만 다시 보아도 정말 명화..,pos
쓰레기영화 내인생최악,neg
꿈? 희망? 없어요 그런거,pos
원에서혼자살더니이번에는만이살아남네,pos
"사운드, 스토리, 공포감까지... 정말 탄탄한 구성. 고전 스릴러 명작을 오늘날의 시점에서 보면 연출 부분에 약간약간은 허점이 보이지만... 정말 죠스는 흠잡을 때가 없다고 봅니다. 밑에 분 말씀대로 시대를 뛰어넘는 명작이라고 봅니다",pos
5점준놈 생각좀해 78년작인데 ㅡㅡ 멀더바래,pos
크리처물의 끝판왕..,pos
왜 빵점이 없는거여. 빵점도 아까워. 저 작가 드라마는 퇴출시켜야,neg
아주 거지같네요. 안보는게 이득. 공짜로도 보기 싫은 극혐 면상,neg
영화부류. Sf.판타지 ㅋㅋㅋ 판타지소설을 모티브로한 판탄지내용을 첨부한 말그대로 판타지영화,neg
최고의 영화다!이런 영화를 만드는 제작자가 대단하다.완전 날로 만드는 그런 영화같다.돈 아깝...................,neg
초등학교 때 봤던 명작 다이하드.. 30대 중반이 된 지금 다시 봐도 장난 아니네. 지루할 틈이 없다. 진짜 액션영화의 교과서!!,pos
개막장임 드래곤볼은 역시쓰레기ㅉㅉ,neg
제작자. 감독 양반들 ... 의미 없고 설정할 내용 없는 영화 제작하지 말고과거 애마부인. 뽕. 기타 등등  요즘 말 많고 탈 만은 야동좀 보고 아 영화는이런 것이다 생각했으면 좋겠오... 한마디로 이것도 영화냐 비판하고 싶어,neg
꼭 봐야 하는 영화 베스트 5,pos
제목 처럼 울림이 있는 영화네요~,pos
슈퍼액션히어로의절정체.지구를지키는다섯형제의노고에박수를,pos
첫번째 시리즈에 뒤쳐지지않는 재미,pos
역시 으리가 없다,neg
tlqk 평점 낮은줄알고 안볼뻔했네 나쁜사람들 이영화 잼씀 ㅊㅊ함,pos
잘 만든 영화...웰메이드란 말 쓰지 마라..,pos
60년도에 음성변조 어플을 사용한 미래에서 스마트폰 들고 타임워프한 살인마 이야기.. ㅋㅋ,neg
이 영화를 누가 싫어하겠노 이 영화 완벽했다,pos
전율과 여운이 남는 영화,pos
생애 최고의 영화 가운데 하나. 명작 중의 명작.,pos
낮은 평점을 주는 사람들을 공격하며인문적 소양이 낮다며 운운하기 전에프랑스 또한 그들의 박물관에 많은 약탈 문화재들을 갖고있다는 사실을 인지하기를...이 영화는 더도 말고 덜도 말고가해자가 피해자 코스프레하는 영화...,neg
평점이 좀 과대평가 된 듯 하네요. 영화에서 동양인 비하도 거슬렸구요. 결말도 딱 프랑스식. 프랑스 영화는 안봐야지 했는데 라붐이 유명해서 기대했더니 역시 우리나라 정서랑은 너무 달라서 이해하기 힘들어요. 결말도 그렇고.,neg
아정밓형욷랒루달너쥬핮,neg
주인공이 죽었으면 좋겠다 싶은 영화는 이게 처음이다,neg
"모든 영화를 통틀어서 위대한 명작이다. 배우들의 연기도 눈부셨고, 스토리도 코믹스러움을 충분히 표현하였다.",pos
"내용 외적으로는 일단 스페인이란 나라의 실제 모습을 간접 체험할 수 있어 좋았고, 내적으로는 평화유지활동을 하고 있는 각국의 PKF의 성과주의 혹은 현실주의와 한 인간으로서의 군의관이 느끼는 양심의 가책 간의 갈등이 우리로 하여금 반성케 해주어 좋았음",pos
스티븐 스필버그의 연출과 존 윌리엄스의 사운드....... 엄청난 조합이었다.,pos
이건 걍 닥치고 명작!!,pos
평론가들이 정의하는 최고의 영화는 과연 무엇인가? 친구들과의 우정/피트와의 의리/줄리아와의 사랑 이야기. 화려한 최고의 슈퍼카들의 레이싱 속에 감동도 어우러져 최고라고 생각한다.,pos
다 필요없다 김재흥 배우님 당신이 짱 먹어라,pos
일본다운 영화였음 열자,pos
"정말 사랑스럽고, 아기자기 하며 경쾌한 영화! 무엇보다 여주인공이 너무 예쁘고, 개인적으로 배경음악 설정을 아주 잘한 것 같아요. 영화 전반적인 내용이 앞서 말한 것 처럼 경쾌하기 때문에 밝은 로맨스 영화 좋아하시는 분들이라면 꼭 보시길...",pos
"슈퍼맨 1,2 정말 굿굿~~최고~~~",pos
멍청하고 무모한 정의감으로 시작해 뜬금없고 어의없는 정의감으로 끝나는 졸작.  살다 살다 별 반개도 아까운 영화는 처음봄.,neg
하..진짜 솔직히 적는건데 헝거게임 편중에 제일 노잼이였음..ㅜㅜ 1편이 제일 재밌는거네,neg
록키는 5만 뺴고 다 재밌슴 ....ㅜㅜㅜ,pos
EBS에서 해줬는데 재미있게 잘 봤습니다^^ 마지막이 짠하네요..,pos
쓸데 없이 길다. 호루라기는 아빠말고 딸이 불어야 제맛이지,neg
염치없는 피디넘이랑 개그맨 때문에 원래 가지고 있던 주인공자리 빼앗긴 김정은 성우님은 뭐가 되냐? 성우지망생으로서 앞으로 성우계에 이런 일만 계속 있을거라는 게 분통나고 두렵다...,neg
백투더퓨처 이 시리즈는 신이 내려준 선물이다!!,pos
서너번 흔들기용으로 굿,pos
